Day,Open,High,Low,Shares Traded,Turnover in Rs.,Close
Tuesday,5336.1,5393.35,5332.1,112878090,4.08E+10,5390
Wednesday,5404.45,5435.55,5393.95,139920871,4.89E+10,5431
Thursday,5435.2,5447.45,5421.85,110774177,4.20E+10,5435.35
Friday,5528.35,5586.65,5526.95,233783031,9.26E+10,5577.65
Monday,5631.75,5652.2,5585.15,258912780,1.09E+11,5610
Tuesday,5602.4,5620.55,5586.45,175488961,7.27E+10,5600.05
Thursday,5536.95,5581.35,5534.9,165684942,6.77E+10,5554.25
Friday,5577,5720,5575.45,278023825,1.11E+11,5691.15
Monday,5691.95,5709.85,5662.75,210419441,8.38E+10,5669.6
Tuesday,5674.9,5702.7,5652.45,341387116,1.26E+11,5673.9
Wednesday,5653.4,5672.8,5638.65,170771069,6.75E+10,5663.45
Thursday,5673.75,5693.7,5639.7,238991690,9.37E+10,5649.5
Friday,5684.8,5735.15,5683.45,163660805,6.95E+10,5703.3
Monday,5704.75,5722.95,5694,123138510,4.80E+10,5718.8
Wednesday,5727.7,5743.25,5715.8,165037864,6.65E+10,5731.25
Thursday,5751.55,5807.25,5751.35,171404290,6.95E+10,5787.6
Friday,5815,5815.35,4888.2,255569804,1.30E+11,5746.95
Monday,5751.85,5751.85,5666.2,142319000,5.85E+10,5676
Tuesday,5708.15,5728.65,5677.9,119300415,5.05E+10,5704.6
Wednesday,5671.15,5686.5,5647.05,126294361,4.56E+10,5652.15
Thursday,5663.5,5721.1,5636.95,148283847,6.54E+10,5708.05
Friday,5681.7,5725,5659.35,130076802,6.48E+10,5676.05
Monday,5674.25,5693.7,5651.05,93693482,3.96E+10,5687.25
Tuesday,5705.6,5714,5635.6,117415701,5.04E+10,5648
Wednesday,5681.1,5684.35,5633.9,123974371,5.26E+10,5660.25
Thursday,5675.3,5722.5,5650.55,144097860,6.26E+10,5718.7
Friday,5703.3,5711.7,5660,124262817,5.41E+10,5684.25
Monday,5667.6,5721.55,5658.05,103372318,4.99E+10,5717.15
Tuesday,5715.65,5720.8,5681.45,81501427,3.80E+10,5691.4
Thursday,5688.8,5718.75,5685.7,158343061,7.36E+10,5705.3
Friday,5683.55,5697.2,5641.75,101663820,4.72E+10,5664.3
Monday,5665.2,5698.3,5645.1,93555816,3.95E+10,5665.6
Tuesday,5656.35,5689.9,5589.9,116678775,5.55E+10,5597.9
Wednesday,5596.75,5624.4,5583.05,112075316,4.92E+10,5619.7
Thursday,5609.85,5649.75,5601.95,107393402,4.63E+10,5645.05
Friday,5696.35,5711.3,5682.55,111162841,4.92E+10,5697.7
Monday,5693.05,5709.2,5679.5,74829213,3.24E+10,5704.2
Tuesday,5694.1,5730.8,5693.65,115018796,4.68E+10,5724.4
Wednesday,5718.6,5777.3,5711.4,133740615,5.24E+10,5760.1
Thursday,5709,5744.5,5693.95,117590261,4.88E+10,5738.75
Friday,5731.1,5751.7,5677.75,98763127,4.83E+10,5686.25
Monday,5688.45,5718.9,5665.75,92702799,4.08E+10,5683.7
Tuesday,5689.7,5698.25,5660.35,16516842,6.81E+09,5666.95
Thursday,5650.35,5651.65,5603.55,133979470,5.55E+10,5631
Friday,5624.8,5650.15,5559.8,121900570,5.00E+10,5574.05
Monday,5577.3,5592.75,5549.25,106988015,4.34E+10,5571.4
Tuesday,5604.8,5613.7,5548.35,107481297,4.40E+10,5571.55
Wednesday,5582.5,5620.2,5561.4,105148728,4.23E+10,5614.8
Thursday,5628.6,5643.35,5608,94058612,3.87E+10,5627.75
Friday,5635.45,5637.75,5593.55,85082220,3.21E+10,5626.6
Monday,5648.65,5649.2,5623.45,79291426,3.25E+10,5635.9
Tuesday,5658.5,5733.2,5658,134407735,5.38E+10,5727.45
Thursday,5736.7,5833.5,5736.1,207295475,9.11E+10,5825
Friday,5836,5885.25,5827.85,257047977,1.08E+11,5879.85
Monday,5878.25,5899.15,5854.6,113423350,4.73E+10,5870.95
Tuesday,5866.8,5894.95,5859,131020191,4.82E+10,5889.25
Wednesday,5906.6,5917.8,5891.35,139653957,5.58E+10,5900.5
Thursday,5926.3,5942.55,5838.9,140267080,5.67E+10,5930.9
Friday,5934,5949.85,5888.65,127607078,5.72E+10,5907.4
Monday,5916.05,5919.95,5888.1,95975757,4.34E+10,5908.9
Tuesday,5923.8,5965.15,5865.45,137415161,6.40E+10,5898.8
Wednesday,5917.8,5924.6,5874.25,132665649,6.12E+10,5888
Thursday,5900.35,5907.45,5841.35,136616335,5.98E+10,5851.5
Friday,5846.9,5886.1,5839.15,115159830,5.01E+10,5879.6
Monday,5860.5,5886.05,5850.15,109547002,5.00E+10,5857.9
Tuesday,5873.6,5905.8,5823.15,148907334,6.74E+10,5896.8
Wednesday,5917.3,5939.4,5910.8,149439204,6.73E+10,5929.6
Thursday,5934.45,5937.6,5881.45,123911218,5.39E+10,5916.4
Friday,5888,5888,5841.65,141152911,5.60E+10,5847.7
Monday,5869,5871.9,5844.7,85336999,3.43E+10,5855.75
Wednesday,5864.95,5917.3,5859.55,83871326,3.45E+10,5905.6
Thursday,5930.2,5930.8,5864.7,139613235,5.96E+10,5870.1
Friday,5887.15,5915.75,5879.5,89669021,3.86E+10,5908.35
Monday,5901.2,5919,5897.15,64809641,3.02E+10,5905.1
Tuesday,5937.65,5963.9,5935.2,77902745,3.30E+10,5950.85
Wednesday,5982.6,6006.05,5982,116057389,4.99E+10,5993.25
Thursday,6015.8,6017,5986.55,99989933,4.88E+10,6009.5
Friday,6011.95,6020.75,5981.55,113232990,5.19E+10,6016.15
Monday,6042.15,6042.15,5977.15,110248018,5.09E+10,5988.4
Tuesday,5983.45,6007.05,5964.4,109937502,5.25E+10,6001.7
Wednesday,6006.2,6020.1,5958.45,129635568,6.46E+10,5971.5
Thursday,5998.8,6005.15,5947.3,129767384,6.19E+10,5968.65
Friday,6012.4,6018.85,5940.6,128022002,8.23E+10,5951.3
Monday,5967.2,6036.9,5962.15,134711348,7.28E+10,6024.05
Tuesday,6037.85,6068.5,6018.6,138364003,6.98E+10,6056.6
Wednesday,6049,6055.95,5992.05,128985952,6.17E+10,6001.85
Thursday,6001.25,6053.2,5988.1,178954867,7.57E+10,6039.2
Friday,6059.85,6083.4,6048.3,186460701,8.32E+10,6064.4
Monday,6085.75,6094.35,6065.1,130866385,6.07E+10,6082.3
Tuesday,6080.15,6101.3,6040.5,129041713,5.74E+10,6048.5
Wednesday,6052.85,6069.8,6021.15,136989190,5.93E+10,6054.3
Thursday,6046.2,6065.3,6007.85,185210189,7.88E+10,6019.35
Friday,6024.5,6080.55,6014.45,147587200,6.38E+10,6074.65
Monday,6082.1,6088.4,6061.4,113113004,5.59E+10,6074.8
Tuesday,6064.7,6111.8,6042.45,157553752,8.26E+10,6049.9
Wednesday,6065,6071.95,6044.15,124222858,6.22E+10,6055.75
Thursday,6045.65,6058.05,6025.15,168516750,8.75E+10,6034.75
Friday,6040.95,6052.95,5983.2,159271140,6.19E+10,5998.9
Monday,6025.2,6038.5,5981.25,141741868,6.17E+10,5987.25
Tuesday,5948.2,5970.35,5946.9,136227506,5.33E+10,5956.9
Wednesday,5988.05,5990.9,5953.15,157815926,5.87E+10,5959.2
Thursday,5936.45,5978.5,5927.6,157647191,5.56E+10,5938.8
Friday,5929.1,5953.7,5883.65,192607376,6.76E+10,5903.5
Monday,5920.05,5924.15,5879.1,121958667,5.51E+10,5897.85
Tuesday,5894.35,5927.65,5886.45,142844560,4.84E+10,5922.5
Wednesday,5943.15,5969.5,5922.95,142636632,5.71E+10,5932.95
Thursday,5933.2,5940.2,5884.55,143830565,7.13E+10,5896.95
Friday,5869.95,5899.95,5853.9,125091945,5.19E+10,5887.4
Monday,5888.65,5911,5878.45,114284193,4.19E+10,5898.2
Tuesday,5900.2,5947.55,5883.15,100984778,3.74E+10,5939.7
Wednesday,5966.3,5971,5937.55,135354164,5.33E+10,5943.05
Thursday,5909.65,5921.15,5844.4,159401234,6.41E+10,5852.25
Friday,5837.95,5873.8,5835.8,157046865,5.49E+10,5850.3
Monday,5870.55,5878.4,5825,125128736,4.85E+10,5854.75
Tuesday,5838.3,5838.85,5748.6,157360222,5.84E+10,5761.35
Wednesday,5784.9,5818.2,5749.7,175165933,6.20E+10,5796.9
Thursday,5834.35,5849.9,5671.9,334852895,1.30E+11,5693.05
Friday,5702.45,5739.45,5679.9,174517984,6.88E+10,5719.7
Monday,5704.7,5712,5663.6,144887325,5.78E+10,5698.5
Tuesday,5722.45,5790.1,5722.4,154406134,6.32E+10,5784.25
Wednesday,5816.4,5828.7,5795.05,156901392,6.24E+10,5818.6
Thursday,5801.3,5878,5801.3,134679762,5.68E+10,5863.3
Friday,5883.65,5952.85,5883,150781148,6.21E+10,5945.7
Monday,5946.1,5971.2,5930.35,125384918,5.69E+10,5942.35
Tuesday,5944.6,5952,5893.65,115944389,5.10E+10,5914.1
Wednesday,5884.8,5893.85,5842.25,116710808,4.95E+10,5851.2
Thursday,5845.95,5920.15,5791.75,149008437,7.20E+10,5908.95
Friday,5914.9,5945.65,5861,152156666,6.98E+10,5872.6
Monday,5816.75,5850.2,5814.35,102663402,4.69E+10,5835.25
Tuesday,5859.5,5863.6,5724.3,182311867,8.26E+10,5745.95
Wednesday,5740.55,5745.3,5682.3,187624850,7.10E+10,5694.4
Thursday,5705.9,5757.75,5647.95,179177573,7.05E+10,5658.75
Friday,5659.8,5691.45,5631.8,165293291,5.91E+10,5651.35
Monday,5707.3,5718.4,5624.4,150388821,5.68E+10,5633.85
Tuesday,5613.75,5655.3,5612.05,126500524,4.94E+10,5641.6
Thursday,5647.75,5692.95,5604.85,209658945,8.37E+10,5682.55
Monday,5697.35,5720.95,5675.9,97779717,3.68E+10,5704.4
Tuesday,5701.7,5754.6,5687.15,106423845,4.26E+10,5748.1
Wednesday,5740.2,5744.95,5650.1,140713330,5.31E+10,5672.9
Thursday,5640.65,5644.45,5565.65,134586976,5.00E+10,5574.75
Friday,5568.1,5577.3,5534.7,137461477,5.28E+10,5553.25
Monday,5550.5,5569.2,5537.05,97021471,3.67E+10,5542.95
Tuesday,5568.75,5603.05,5487,138184712,5.49E+10,5495.1
Wednesday,5536.25,5569.25,5477.2,128558760,5.39E+10,5558.7
Thursday,5601.65,5610.65,5542.85,146828501,6.47E+10,5594
Friday,5520.7,5544.5,5494.9,127323273,7.45E+10,5528.55
Monday,5508.5,5592.85,5500.3,142918219,7.13E+10,5568.4
Tuesday,5562.45,5699.25,5555.85,142679244,5.94E+10,5688.95
Wednesday,5708.65,5732.15,5669,154575403,7.30E+10,5688.7
Thursday,5682.7,5794.35,5681.85,149883469,6.59E+10,5783.1
Monday,5789.85,5844.85,5789.8,135095797,6.07E+10,5834.4
Tuesday,5843.1,5844.3,5791.55,132218357,5.37E+10,5836.9
Thursday,5856.1,5924.6,5853.3,199597725,9.21E+10,5916.3
Friday,5899.75,5907.05,5860.5,141311877,6.84E+10,5871.45
Monday,5877.6,5918.65,5868.8,118882089,5.36E+10,5904.1
Tuesday,5932.6,5962.3,5867.8,153186197,6.70E+10,5930.2
Thursday,5911.4,6019.45,5910.95,162376438,7.28E+10,5999.35
Friday,5993.5,6000.3,5930.15,145754275,6.59E+10,5944
Monday,5944.9,5976.5,5928.45,110166713,4.61E+10,5971.05
Tuesday,5983.45,6050.5,5982.95,136372981,5.57E+10,6043.55
Wednesday,6064.15,6083.55,6024.95,122278698,5.16E+10,6069.3
Thursday,6078.35,6084.7,6040.45,109997276,5.16E+10,6050.15
Friday,6046.25,6105.3,6045.6,111351573,5.16E+10,6094.75
Saturday,6088.2,6114.55,6084.15,7991165,3.56E+09,6107.25
Monday,6098.2,6104.95,5972.9,107948706,4.63E+10,5980.45
Tuesday,5989.7,6026.2,5970.05,119265483,4.92E+10,5995.4
Wednesday,6018.85,6157.1,6018.85,153892843,7.24E+10,6146.75
Thursday,6128.25,6187.3,6128.25,158635506,6.73E+10,6169.9
Friday,6172.95,6199.95,6146.15,147280254,5.87E+10,6187.3
Monday,6198,6229.45,6146.05,122252978,5.59E+10,6156.9
Tuesday,6152.35,6180.25,6102.35,130589228,5.12E+10,6114.1
Wednesday,6127.05,6147.6,6074.45,133763685,5.84E+10,6094.5
Thursday,6050.4,6081.45,5955.7,198930489,8.23E+10,5967.05
Friday,6010.7,6015.3,5936.8,161622562,6.19E+10,5983.55
Monday,5989.4,6099.9,5975.55,115115365,4.96E+10,6083.15
Tuesday,6086.35,6127.65,6055.4,139668916,5.48E+10,6111.25
Wednesday,6120.45,6125.05,6069.8,120205054,5.14E+10,6104.3
Thursday,6072.15,6133.75,6072.15,194092801,7.79E+10,6124.05
Friday,6098.7,6106.25,5975.55,175311989,7.22E+10,5985.95
Monday,5997.35,6011,5916.35,112123535,5.70E+10,5939.3
Tuesday,5941.1,5981.6,5910.25,114450873,4.99E+10,5919.45
Wednesday,5908.3,5935.2,5883.7,110223279,4.69E+10,5923.85
Thursday,5895,5956.55,5869.5,114174694,4.96E+10,5921.4
Friday,5900.05,5972.7,5871.3,118346364,4.89E+10,5881
Monday,5907.9,5931.65,5857.4,100130739,4.30E+10,5878
Tuesday,5848.75,5868.05,5780.35,180902123,6.70E+10,5788.8
Wednesday,5771.75,5792.9,5738.6,140394424,5.89E+10,5760.2
Thursday,5709.35,5729.85,5683.1,142041404,5.46E+10,5699.1
Friday,5748.95,5819.4,5739.4,124410018,5.12E+10,5808.4
Monday,5820.4,5854.9,5770.25,107160887,4.56E+10,5850.05
Tuesday,5841.9,5863.4,5804.3,117541145,4.59E+10,5813.6
Wednesday,5805.75,5828.4,5777.9,115539008,4.64E+10,5822.25
Thursday,5754.15,5755,5645.65,198400131,7.15E+10,5655.9
Friday,5639.9,5686.15,5616.85,182410583,6.70E+10,5667.65
Monday,5638.05,5640,5566.25,193488581,6.31E+10,5590.25
Tuesday,5606.95,5666.25,5570.25,196571543,6.79E+10,5609.1
Wednesday,5627.95,5635.25,5579.35,160095940,5.94E+10,5588.7
Thursday,5647.95,5699.35,5630.95,239029425,9.18E+10,5682.35
Friday,5749.5,5852.95,5749.5,214402430,8.75E+10,5842.2
Monday,5834.1,5904.35,5822.2,144794030,5.41E+10,5898.85
Tuesday,5885.5,5898.8,5852.3,145721790,5.16E+10,5857.55
Wednesday,5811.95,5815,5760.4,160523863,5.22E+10,5770.9
Thursday,5794.75,5848.2,5786.05,151929179,5.43E+10,5836.95
Friday,5889.95,5900.45,5858.45,123586417,4.30E+10,5867.9
Monday,5833.15,5833.85,5775.55,127624733,4.82E+10,5811.55
Tuesday,5834.6,5864.95,5834.6,110427867,4.66E+10,5859
Wednesday,5869.9,5879.35,5802.85,117516350,4.82E+10,5816.7
Thursday,5894.5,5948.85,5887.95,120195681,4.88E+10,5935.1
Friday,6000.5,6019,5951.15,127707078,6.59E+10,6009
Monday,5991.2,6038.2,5980.95,116275729,4.64E+10,6030.8
Tuesday,5930.8,5966.05,5910.95,151162819,5.92E+10,5955.25
Wednesday,5972.25,5989.8,5926.75,191516153,8.35E+10,5973.3
Thursday,5984.7,6051.1,5974.55,171728134,7.77E+10,6038.05
Friday,6057.2,6066.85,6020.25,163311714,7.99E+10,6029.2
Monday,6009.75,6064.15,6004.25,115168337,5.12E+10,6031.8
Tuesday,6064.3,6093.35,6061.3,126469251,5.46E+10,6077.8
Wednesday,6032.2,6047.25,5962.6,151931749,6.41E+10,5990.5
Thursday,5970.4,5990.65,5896.4,237081135,8.76E+10,5907.5
Friday,5937.95,5944.5,5869.5,174535664,6.42E+10,5886.2
Monday,5869.95,5886,5825.8,173430612,4.81E+10,5831.65
Tuesday,5836.05,5861.3,5747.6,181489174,6.01E+10,5755.05
Wednesday,5738.35,5752.1,5675.75,235469131,8.72E+10,5742
Thursday,5776.9,5808.5,5676.85,216762208,7.16E+10,5727.85
Friday,5750.05,5761.85,5649,222494469,6.35E+10,5677.9
Monday,5682.4,5721,5661.5,197167952,5.58E+10,5685.4
Tuesday,5664.9,5664.9,5521.8,216227972,6.42E+10,5542.25
Wednesday,5549.3,5561.45,5486.85,245010773,7.73E+10,5519.1
Thursday,5510.05,5577.6,5510.05,204918722,6.97E+10,5565.65
Monday,5606.7,5644.1,5557.1,195708484,7.06E+10,5612.4
Tuesday,5600.25,5704.75,5578.9,222997337,7.07E+10,5699.3
Wednesday,5715.4,5754.55,5690.2,223656483,6.97E+10,5742.3
Friday,5705.45,5716.6,5496.05,248094094,8.81E+10,5507.85
Monday,5497.55,5499.65,5360.65,219672819,6.71E+10,5414.75
Tuesday,5353.45,5417.8,5306.35,261052792,7.98E+10,5401.45
Wednesday,5494.45,5504.1,5268.45,255004311,8.51E+10,5302.55
Thursday,5282.8,5418.95,5254.05,284468531,9.08E+10,5408.45
Friday,5428.75,5478.8,5377.8,251511910,7.76E+10,5471.75
Monday,5499.4,5528.7,5454.45,241996358,6.47E+10,5476.5
Tuesday,5426.5,5427.4,5274.25,306037010,8.24E+10,5287.45
Wednesday,5233.45,5317.7,5118.85,335993745,1.07E+11,5285
Thursday,5316.5,5428.9,5303,326499273,1.06E+11,5409.05
Friday,5407.45,5493.3,5360.2,336401705,1.14E+11,5471.8
Monday,5480.25,5564.9,5478.85,214232444,6.14E+10,5550.75
Tuesday,5574.7,5580.95,5323.75,250298844,7.30E+10,5341.45
Wednesday,5358.65,5460.25,5318.9,237230494,7.25E+10,5448.1
Thursday,5553.75,5625.75,5552.7,274937515,9.48E+10,5592.95
Friday,5617.45,5688.6,5566.15,253030740,8.82E+10,5680.4
Tuesday,5738.5,5904.85,5738.2,275244175,1.03E+11,5896.75
Wednesday,5887.25,5924.35,5832.7,265006808,7.98E+10,5913.15
Thursday,5931.15,5932,5815.8,272987246,7.67E+10,5850.7
Friday,5828,5884.3,5822.9,190768447,6.40E+10,5850.6
Monday,5930.3,5957.25,5798.15,219455842,7.82E+10,5840.55
Tuesday,5824.2,5857.8,5804.9,157938740,5.55E+10,5850.2
Wednesday,5872.75,5916.9,5840.2,153585493,5.37E+10,5899.45
Thursday,6044.15,6142.5,6040.15,287191701,1.13E+11,6115.55
Friday,6104.55,6130.95,5932.85,318645265,1.16E+11,6012.1
Monday,5945.8,5989.4,5871.4,188322506,6.60E+10,5889.75
Tuesday,5855,5938.4,5854.55,187578148,7.00E+10,5892.45
Wednesday,5901.55,5910.55,5811.1,200162195,6.99E+10,5873.85
Thursday,5872.8,5917.65,5864.1,220589737,7.76E+10,5882.25
Friday,5905.55,5909.2,5819.3,163067913,5.30E+10,5833.2
Monday,5801.05,5810.2,5718.5,155674706,5.64E+10,5735.3
Tuesday,5756.1,5786.45,5700.95,159247089,5.08E+10,5780.05
Thursday,5819.1,5917.6,5802.7,199793235,7.48E+10,5909.7
Friday,5891.3,5950.45,5885,191469248,6.05E+10,5907.3
Monday,5889.05,5912,5825.85,156387945,5.35E+10,5906.15
Tuesday,5975,5981.7,5913,158527593,5.95E+10,5928.4
Wednesday,5893.25,6015.5,5877.1,192037125,6.90E+10,6007.45
Thursday,6001.05,6033.95,5979.8,159607329,6.16E+10,6020.95
Friday,6104.85,6107.6,6046.4,180834257,8.28E+10,6096.2
Monday,6093,6124.1,6082.9,142173640,5.99E+10,6112.7
Tuesday,6147.55,6156.3,6056.55,218304334,6.75E+10,6089.05
Thursday,6098.5,6110.75,6032.55,230561463,8.16E+10,6045.85
Friday,6070.9,6201.45,6070.9,250339955,8.35E+10,6189.35
Monday,6202,6218.95,6163.3,196989071,7.34E+10,6204.95
Tuesday,6192.3,6220.1,6181.8,161943721,5.85E+10,6202.8
Wednesday,6209.55,6217.95,6116.6,188285223,6.92E+10,6178.35
Thursday,6162.8,6252.45,6142.95,176235553,6.74E+10,6164.35
Friday,6154,6174.75,6125.95,144531462,5.58E+10,6144.9
Monday,6155.1,6168.75,6094.1,146340691,5.28E+10,6101.1
Tuesday,6107.55,6228.05,6079.2,197348371,7.57E+10,6220.9
Wednesday,6230.8,6269.2,6222.6,177583848,6.86E+10,6251.7
Thursday,6237.15,6309.05,6235.9,239607127,9.56E+10,6299.15
Friday,6289.75,6332.6,6286.95,191639789,7.37E+10,6307.2
Sunday,6332.05,6342.95,6311.15,23856924,8.58E+09,6317.35
Tuesday,6282.15,6304.75,6244.3,181053761,6.60E+10,6253.15
Wednesday,6260.55,6269.7,6208.7,157080263,5.46E+10,6215.15
Thursday,6228.9,6288.95,6180.8,168832431,6.27E+10,6187.25
Friday,6170.15,6185.15,6120.95,150051986,5.98E+10,6140.75
Monday,6110.4,6141.65,6067.75,146060450,5.68E+10,6078.8
Tuesday,6087.25,6108.7,6011.75,153812590,5.65E+10,6018.05
Wednesday,5998.85,6042.25,5972.45,162538228,6.74E+10,5989.6
Thursday,6037,6101.65,6036.65,154913925,5.87E+10,6056.15
Monday,6111.05,6196.8,6110.4,163991212,6.28E+10,6189
Tuesday,6197.25,6212.4,6180.2,161514064,6.02E+10,6203.35
Wednesday,6186.85,6204.35,6106.95,155794838,5.49E+10,6122.9
Thursday,6096.5,6097.35,5985.4,137232011,5.46E+10,5999.05
Friday,6027.35,6049.6,5972.8,134755917,4.80E+10,5995.45
Monday,6035.95,6123.5,6035.95,127195086,5.11E+10,6115.35
Tuesday,6099.25,6112.7,6047.75,150661397,5.98E+10,6059.1
Wednesday,6062.7,6074,6030.3,124875896,4.78E+10,6057.1
Thursday,6092,6112.95,6068.3,195315802,6.59E+10,6091.85
Friday,6103.9,6182.5,6103.8,190711115,5.49E+10,6176.1
Monday,6171.15,6228.7,6171.15,145948276,5.29E+10,6217.85
Tuesday,6204.25,6225.4,6191.4,156852586,5.47E+10,6201.85
Wednesday,6187.95,6209.15,6149.9,186169067,5.56E+10,6160.95
Thursday,6262.45,6300.55,6232,186060466,7.52E+10,6241.1
Friday,6234.4,6275.35,6230.75,158539890,5.69E+10,6259.9
Monday,6415,6415.25,6345,198285630,8.12E+10,6363.9
Tuesday,6354.7,6362.25,6307.55,242412856,8.65E+10,6332.85
Wednesday,6307.2,6326.6,6280.25,148196394,5.67E+10,6307.9
Thursday,6276.75,6286.85,6230.55,148533899,5.18E+10,6237.05
Friday,6201.3,6208.6,6161.4,169650657,6.40E+10,6168.4
Monday,6168.35,6183.25,6146.05,146451539,5.45E+10,6154.7
Tuesday,6178.2,6190.55,6133,154174701,5.68E+10,6139.05
Wednesday,6129.95,6236,6129.95,243250558,7.50E+10,6217.15
Thursday,6253.9,6263.75,6150.7,437039204,9.01E+10,6166.65
Friday,6179.95,6284.5,6170.35,171969981,6.36E+10,6274.25
Monday,6267.2,6317.5,6266.95,131187586,4.75E+10,6284.5
Tuesday,6296.45,6301.5,6262,107642909,3.78E+10,6268.4
Thursday,6270.1,6302.75,6259.45,182310258,6.46E+10,6278.9
Friday,6292.8,6324.9,6289.4,96867388,3.80E+10,6313.8
Monday,6336.4,6344.05,6273.15,101271820,3.98E+10,6291.1
Tuesday,6307.35,6317.3,6287.3,103439312,3.03E+10,6304
Wednesday,6323.8,6327.2,6298.25,69567668,2.02E+10,6301.65
Thursday,6301.25,6358.3,6211.3,158132556,5.25E+10,6221.15
Friday,6194.55,6221.7,6171.25,139043889,5.37E+10,6211.15
Monday,6220.85,6224.7,6170.25,118344976,4.72E+10,6191.45
Tuesday,6203.9,6221.5,6144.75,138559000,5.70E+10,6162.25
Wednesday,6178.05,6192.1,6160.35,146912639,5.82E+10,6174.6
Thursday,6181.7,6188.05,6148.25,150064466,5.91E+10,6168.35
Friday,6178.85,6239.1,6139.6,159920407,7.35E+10,6171.45
Monday,6189.55,6288.2,6189.55,135009945,5.98E+10,6272.75
Tuesday,6260.25,6280.35,6234.15,110231153,4.70E+10,6241.85
Wednesday,6265.95,6325.2,6265.3,145922867,6.42E+10,6320.9
Thursday,6341.35,6346.5,6299.85,153420441,6.76E+10,6318.9
Friday,6306.25,6327.1,6246.35,167719501,7.90E+10,6261.65
Monday,6261.75,6307.45,6243.35,122136071,5.50E+10,6303.95
Tuesday,6320.15,6330.3,6297.9,141728380,5.83E+10,6313.8
Wednesday,6309.05,6349.95,6287.45,137490525,5.64E+10,6338.95
Thursday,6325.95,6355.6,6316.4,120054602,5.28E+10,6345.65
Friday,6301.65,6331.45,6263.9,160270856,6.21E+10,6266.75
Monday,6186.3,6188.55,6130.25,190442601,7.09E+10,6135.85
Tuesday,6131.85,6163.6,6085.95,184111740,7.71E+10,6126.25
Wednesday,6161,6170.45,6109.8,146733030,6.49E+10,6120.25
Thursday,6067,6082.85,6027.25,208061426,7.69E+10,6073.7
Friday,6082.75,6097.85,6067.35,146713083,5.41E+10,6089.5
Monday,6058.8,6074.85,5994.45,134893587,4.64E+10,6001.8
Tuesday,5947.6,6017.8,5933.3,183252654,6.08E+10,6000.9
Wednesday,6004.25,6028.05,5962.05,166627311,5.57E+10,6022.4
Thursday,6028.35,6048.35,5965.4,185503324,6.29E+10,6036.3
Friday,6077.65,6079.95,6030.9,181932292,5.59E+10,6063.2
Monday,6072.8,6083.05,6046.4,133070328,4.76E+10,6053.45
Tuesday,6072.45,6081.85,6053.25,150520900,5.27E+10,6062.7
Wednesday,6085.35,6106.6,6077.4,138547391,5.35E+10,6084
Thursday,6087.55,6094.4,5991.1,153652371,5.04E+10,6001.1
Friday,6023.75,6056.4,5984.6,140204479,5.54E+10,6048.35
Monday,6057.1,6080.65,6038.3,108492457,4.46E+10,6073.3
Tuesday,6071.3,6141.7,6066.8,126639146,4.59E+10,6127.1
Wednesday,6132.05,6160.35,6125.75,95248833,3.74E+10,6152.75
Thursday,6127.15,6129.1,6086.45,132108928,4.34E+10,6091.45
Friday,6108.3,6159.65,6108,112596128,4.00E+10,6155.45
Monday,6140.95,6191.85,6130.8,144877047,4.42E+10,6186.1
Tuesday,6205.7,6216.85,6176.6,146259298,4.78E+10,6200.05
Wednesday,6202.45,6245.95,6202.1,181663811,6.64E+10,6238.8
Friday,6228.45,6282.7,6228.1,209914263,7.87E+10,6276.95
Monday,6264.35,6277.75,6212.25,144562338,5.04E+10,6221.45
Tuesday,6216.75,6302.15,6215.7,166818924,5.55E+10,6297.95
Wednesday,6328.45,6336.25,6287.8,160300066,5.75E+10,6328.65
Thursday,6344.75,6406.6,6339.7,180731810,5.84E+10,6401.15
Friday,6413.95,6537.8,6413.55,284922346,1.14E+11,6526.65
Monday,6491.7,6562.2,6487.35,242143703,9.99E+10,6537.25
Tuesday,6537.35,6562.85,6494.25,238994883,8.27E+10,6511.9
Wednesday,6497.5,6546.15,6487.3,174977068,6.18E+10,6516.9
Thursday,6491.75,6561.45,6476.65,167858387,8.36E+10,6493.1
Friday,6447.25,6518.45,6432.7,177336088,7.11E+10,6504.2
Tuesday,6532.45,6574.95,6497.65,179308616,7.27E+10,6516.65
Wednesday,6530,6541.2,6506,172464722,7.67E+10,6524.05
Thursday,6508.35,6523.65,6473.25,141984189,6.28E+10,6483.1
Friday,6515.2,6522.9,6485.7,189854420,8.84E+10,6493.2
Saturday,6497.8,6502.65,6481.35,9774392,3.74E+09,6494.9
Monday,6510.5,6591.5,6510.5,158395722,6.63E+10,6583.5
Tuesday,6550.1,6595.55,6544.85,168125064,6.48E+10,6589.75
Wednesday,6615.65,6627.45,6580.6,186570474,7.05E+10,6601.4
Thursday,6613.1,6673.95,6599.5,312383468,1.29E+11,6641.75
Friday,6673.05,6702.6,6643.8,134114378,6.86E+10,6695.9
Monday,6723.15,6730.05,6662.4,177579421,7.74E+10,6704.2
Tuesday,6729.5,6732.25,6675.45,147136671,7.17E+10,6721.05
Wednesday,6757.6,6763.5,6723.6,173335875,8.01E+10,6752.55
