Day,Open,High,Low,Shares Traded,Turnover in Rs.,Close
Thursday,5501.7,5553,5463.4,143669623,5.60E+10,5546.45
Friday,5557.55,5599.25,5441.95,180906498,7.68E+10,5458.95
Monday,5456.6,5526.25,5413.1,137634026,6.11E+10,5518.6
Tuesday,5504.4,5519.45,5437.3,166271411,7.38E+10,5469.2
Wednesday,5452.45,5495.2,5427.55,173584660,7.20E+10,5437.35
Thursday,5408.75,5423.4,5242.5,259347677,1.10E+11,5262.7
Friday,5321.05,5338.2,5232.75,193536325,7.68E+10,5303.55
Monday,5330.15,5477,5308.6,317245759,1.03E+11,5333.25
Tuesday,5382,5533.05,5373.55,210498269,7.41E+10,5522.3
Thursday,5478.45,5570.75,5468.25,218804792,8.85E+10,5536.2
Friday,5586.2,5608.2,5524.1,162006860,6.52E+10,5538.75
Monday,5490.05,5491.25,5408.45,134581629,5.15E+10,5463.15
Tuesday,5466.1,5530.55,5464.75,127506672,5.18E+10,5520.8
Wednesday,5542.4,5563.3,5477.45,149822867,5.60E+10,5531
Thursday,5516.1,5516.3,5468.45,135730117,4.85E+10,5494.4
Friday,5456.15,5502.7,5411.55,133441964,5.59E+10,5445.45
Monday,5436.5,5537.3,5434.25,173521756,5.31E+10,5531.5
Tuesday,5420,5497.85,5373.65,191037598,7.75E+10,5449.65
Wednesday,5475.95,5535.1,5475.95,135196748,5.72E+10,5511.15
Thursday,5455.4,5510.05,5435.3,135255698,5.96E+10,5446.65
Friday,5475.35,5483.05,5366.4,129492420,5.73E+10,5373.7
Monday,5408.75,5413.3,5348.2,107174731,4.22E+10,5364.75
Tuesday,5390.85,5428.15,5376.15,94938100,3.98E+10,5413.85
Wednesday,5411.4,5484.95,5401.95,112036402,4.85E+10,5480.25
Thursday,5501.8,5529,5496.1,115262055,4.77E+10,5522.4
Friday,5588.65,5667.1,5560.95,133451382,6.46E+10,5654.25
Monday,5645.25,5709.1,5643.2,130717964,6.68E+10,5687.25
Tuesday,5686.5,5770.35,5680.7,140479340,6.74E+10,5736.35
Wednesday,5755.8,5803.15,5753.9,133208726,6.16E+10,5787.65
Thursday,5803.05,5872,5778.65,219441114,1.17E+11,5833.75
Friday,5835,5860.2,5810.4,118321855,5.70E+10,5826.05
Monday,5842,5918.7,5833.2,106392427,5.42E+10,5908.45
Tuesday,5923.85,5928.65,5855.85,110625437,5.39E+10,5910.05
Wednesday,5908,5944.45,5868.8,125960708,6.11E+10,5891.75
Thursday,5888.55,5906.1,5866.25,98160761,5.03E+10,5885.7
Friday,5886.75,5926.95,5822,99854772,5.07E+10,5842
Monday,5805.35,5830.3,5777.9,92734132,4.64E+10,5785.7
Wednesday,5747.95,5923.6,5735.55,145699909,6.89E+10,5911.5
Friday,5898.75,5907.35,5806.45,140590405,9.20E+10,5824.55
Monday,5824.35,5897.9,5722.25,121111083,7.63E+10,5729.1
Tuesday,5716,5762.95,5693.25,101237488,5.51E+10,5740.75
Wednesday,5786.05,5857.35,5759.65,117896054,6.10E+10,5851.65
Thursday,5882.85,5912.9,5864.35,119753918,7.24E+10,5884.7
Monday,5859.6,5906.6,5857,94377009,5.32E+10,5874.5
Tuesday,5876.85,5893.2,5791.55,117166769,6.16E+10,5868.4
Wednesday,5884.2,5892.35,5819.95,108740523,5.89E+10,5833.9
Thursday,5851.35,5856.4,5776.95,159344933,8.77E+10,5785.45
Friday,5782.5,5804.3,5706.05,184751755,7.26E+10,5749.5
Monday,5766.9,5775.25,5687.7,86514383,4.61E+10,5701.3
Tuesday,5689.7,5710.8,5554.85,125522829,7.46E+10,5565.25
Wednesday,5567.7,5578.8,5503,119083244,6.15E+10,5537.15
Thursday,5531.6,5560.3,5443.65,126424541,5.95E+10,5459.85
Friday,5477.65,5564.4,5472.45,122684321,5.97E+10,5551.45
Monday,5575.2,5586.05,5502.4,75438946,3.39E+10,5551.1
Tuesday,5555.55,5592.9,5514.55,88822800,3.93E+10,5541.25
Wednesday,5547.2,5574.7,5525,82509136,4.31E+10,5565.05
Thursday,5537.8,5572.5,5476.3,91624740,4.34E+10,5486.15
Friday,5492.35,5605,5472.15,119423852,5.69E+10,5544.75
Monday,5541.7,5541.8,5487.65,94219161,4.34E+10,5499
Tuesday,5496.1,5523.85,5421.05,109199263,6.36E+10,5438.95
Wednesday,5448.2,5460.5,5401.25,107357672,6.25E+10,5420.6
Thursday,5448.15,5452.6,5411.25,94180687,5.51E+10,5428.1
Friday,5450.65,5517.55,5432.75,127399855,5.79E+10,5486.35
Monday,5456.7,5456.7,5373,94674110,5.04E+10,5386.55
Tuesday,5385.1,5422.6,5367.45,100052471,4.82E+10,5394.85
Wednesday,5389.1,5389.1,5328.7,99917758,5.13E+10,5348.95
Thursday,5372.75,5422.2,5356.35,161608076,7.60E+10,5412.35
Friday,5413.7,5485.8,5413.6,117233303,5.55E+10,5476.1
Monday,5493.75,5509.3,5458.6,100764849,4.45E+10,5473.1
Tuesday,5492,5571.6,5489.7,149409715,6.95E+10,5560.15
Wednesday,5561.05,5597.35,5559.45,98629277,4.67E+10,5592
Thursday,5529.9,5568.2,5521.95,110949186,4.71E+10,5550.35
Friday,5565.7,5604.95,5507.2,101017578,4.76E+10,5516.75
Monday,5504.3,5542.65,5479.85,77137320,3.49E+10,5532.05
Tuesday,5509.15,5570.1,5507.8,81858402,3.83E+10,5556.15
Wednesday,5535.25,5556.6,5514.9,92928675,3.87E+10,5526.85
Thursday,5523.55,5540.1,5502.05,87033655,3.86E+10,5521.05
Friday,5518.05,5521.45,5457.45,84190282,4.00E+10,5485.8
Monday,5469.85,5496.7,5436.95,80104906,3.81E+10,5482.8
Tuesday,5485.6,5520.15,5484.2,97840485,4.71E+10,5500.5
Wednesday,5494.45,5499.35,5438.95,95878889,4.56E+10,5447.5
Thursday,5419.65,5447.5,5389.8,128063494,5.34E+10,5396.75
Friday,5412.5,5421.15,5355.85,97876272,4.48E+10,5366.4
Monday,5372.2,5377.4,5195.9,135334880,5.96E+10,5257.9
Tuesday,5280.8,5322.45,5257,107191673,4.77E+10,5275.85
Wednesday,5304.65,5310.5,5262.5,95769497,4.15E+10,5278.3
Thursday,5269.1,5330.6,5252.25,89001344,3.76E+10,5320
Friday,5343.4,5477.85,5343.4,140100077,6.79E+10,5471.25
Monday,5441.2,5552.65,5434.25,143402407,6.71E+10,5526.6
Tuesday,5548.85,5558.3,5496.35,114413706,5.13E+10,5545.3
Wednesday,5566.5,5608.65,5566.5,124593981,5.46E+10,5600.45
Thursday,5614.5,5657.9,5606.1,179224275,8.13E+10,5647.4
Friday,5705.75,5705.8,5609.75,141092473,5.59E+10,5627.2
Monday,5679.55,5679.65,5633.1,103528865,4.27E+10,5650.5
Tuesday,5659.85,5659.85,5612.3,100776400,4.94E+10,5632.1
Wednesday,5622.7,5655.4,5610.75,86109914,4.24E+10,5625.45
Thursday,5633.35,5737.15,5632.95,112220298,5.44E+10,5728.95
Friday,5734.65,5740.4,5651.05,129276449,5.66E+10,5660.65
Monday,5648.05,5652.9,5601.7,78899703,3.58E+10,5616.1
Tuesday,5556.9,5580.25,5496.95,104907108,5.29E+10,5526.15
Wednesday,5542.05,5596.15,5541.4,106019573,4.70E+10,5585.45
Thursday,5569,5653.95,5541.7,123015471,5.39E+10,5599.8
Friday,5602.95,5631.7,5562.75,80426784,3.67E+10,5581.1
Monday,5581.75,5596.6,5550.95,73604991,3.31E+10,5567.05
Tuesday,5569.85,5627.65,5557.2,86555649,3.98E+10,5613.55
Wednesday,5642.05,5645.4,5555.1,87093214,3.83E+10,5567.05
Thursday,5554.6,5578.9,5532.7,76327640,3.68E+10,5541.6
Friday,5576.95,5642.2,5567.1,106781617,5.04E+10,5633.95
Monday,5633.8,5700.55,5616.7,142008190,5.62E+10,5680.3
Tuesday,5688.45,5702.25,5560.15,134108563,6.27E+10,5574.85
Wednesday,5588.55,5591.7,5521.5,122321153,5.36E+10,5546.8
Thursday,5492.4,5512.1,5475.65,164522151,6.88E+10,5487.75
Friday,5479,5520.3,5453.95,156128914,5.90E+10,5482
Monday,5527.5,5551.9,5486.45,98962726,4.05E+10,5516.8
Tuesday,5493.2,5496.3,5433.65,110372244,4.24E+10,5456.55
Wednesday,5402,5422.6,5378.85,133223864,5.34E+10,5404.8
Thursday,5412.4,5434.5,5323.15,118482440,4.82E+10,5331.8
Friday,5204.35,5229.65,5116.45,196016865,7.54E+10,5211.25
Monday,5083.85,5204.2,5054.05,188307028,7.33E+10,5118.5
Tuesday,4947.9,5167,4946.45,233869015,9.39E+10,5072.85
Wednesday,5196.55,5197.95,5123.35,158404456,6.29E+10,5161
Thursday,5128,5184.95,5121,113043482,4.72E+10,5138.3
Friday,5194.4,5194.45,5053.35,128834807,5.91E+10,5072.95
Tuesday,5125.75,5132.2,5015.4,130896704,5.08E+10,5035.8
Wednesday,5030.3,5112.15,5017.25,143342008,5.47E+10,5056.6
Thursday,5077.95,5078.6,4932.15,139816131,5.69E+10,4944.15
Friday,4859.3,4893.6,4796.1,166702431,7.32E+10,4845.65
Monday,4843.7,4910.05,4808.75,123813921,5.19E+10,4898.8
Tuesday,4925.15,4965.8,4863.8,130010440,5.52E+10,4948.9
Wednesday,4934.35,4962.4,4875.3,129410652,5.24E+10,4888.9
Thursday,4914.65,4915.85,4825.05,184913414,7.92E+10,4839.6
Friday,4839.25,4872,4720,149717732,5.85E+10,4747.8
Monday,4806.2,4934.4,4806.05,145125304,5.58E+10,4919.6
Tuesday,4973.25,5016.25,4927.55,181539730,7.05E+10,5001
Friday,5109.8,5113.7,4993.35,195055967,7.69E+10,5040
Monday,4998.9,5030.3,4964.45,162898218,6.36E+10,5017.2
Tuesday,4993.35,5072.9,4942.9,183680006,7.28E+10,5064.3
Wednesday,5080.15,5154.5,5076.3,193856202,6.88E+10,5124.65
Thursday,5139.2,5169.25,5098.25,140855342,6.09E+10,5153.25
Friday,5161.3,5163.75,5046.8,158713071,6.48E+10,5059.45
Monday,4981.7,4985.6,4911.25,135500219,5.18E+10,4946.8
Tuesday,4977.8,5030.15,4911.05,146005268,5.31E+10,4940.95
Wednesday,4965.05,5026.15,4917.4,154276761,6.42E+10,5012.55
Thursday,5062.35,5091.45,4967.45,153648925,5.94E+10,5075.7
Friday,5123.35,5143.6,5068.1,225187238,8.38E+10,5084.25
Monday,5068.4,5068.4,5019.25,115737842,4.04E+10,5031.95
Tuesday,5042.55,5149.9,5035.25,146599496,5.50E+10,5140.2
Wednesday,5153.75,5168.4,5109.85,132918171,5.14E+10,5133.25
Thursday,5054.45,5059.85,4907.75,147608376,5.68E+10,4923.65
Friday,4873.75,4930.25,4829.6,205769423,7.36E+10,4867.75
Monday,4878.6,4879.8,4758.85,156079487,5.48E+10,4835.4
Tuesday,4905.15,4982.95,4905.15,151313966,5.28E+10,4971.25
Wednesday,5005.5,5006.05,4918.45,166872414,6.08E+10,4945.9
Thursday,4924.2,5034.25,4906,216156088,8.28E+10,5015.45
Friday,4990.15,5025.55,4924.3,201962105,6.76E+10,4943.25
Monday,4874.4,4879.15,4823.9,148921569,5.23E+10,4849.5
Tuesday,4823.5,4869.75,4728.3,184413296,6.74E+10,4772.15
Wednesday,4791.3,4827.8,4741,179140481,6.39E+10,4751.3
Friday,4883.65,4922.6,4861.2,198288782,6.91E+10,4888.05
Monday,4886.85,4991.15,4882.05,188839545,6.25E+10,4979.6
Tuesday,5019.9,5045.1,4964,182038763,6.39E+10,4974.35
Wednesday,5011.2,5109.8,4997.65,188008562,7.53E+10,5099.4
Thursday,5130.8,5136.95,5067.65,157302816,6.32E+10,5077.85
Friday,5057.35,5141.4,5056.6,157781872,6.14E+10,5132.3
Monday,5156.2,5160.2,5084.5,130460983,5.03E+10,5118.25
Tuesday,5049.45,5057.5,5011.05,125550565,5.15E+10,5037.5
Wednesday,5080.45,5148.05,5075.3,117468754,4.78E+10,5139.15
Thursday,5086.55,5099,5033.95,119333986,4.58E+10,5091.9
Friday,5106.6,5120.75,5037.95,109893599,4.73E+10,5049.95
Monday,5114.7,5145.65,5084.75,126073195,4.93E+10,5098.35
Tuesday,5137.9,5211,5085.55,221084588,9.97E+10,5191.6
Wednesday,5214.95,5219.25,5196.15,27496887,1.06E+10,5201.8
Friday,5341.9,5399.7,5322.8,246078412,9.15E+10,5360.7
Monday,5358.9,5360.25,5314.6,149483502,5.94E+10,5326.6
Tuesday,5278.6,5310.85,5238.3,152491922,5.65E+10,5257.95
Wednesday,5216.75,5300.1,5204.95,144375106,4.92E+10,5258.45
Thursday,5241.55,5281.6,5201.85,160282802,5.72E+10,5265.75
Friday,5325.4,5326.45,5256.8,149015829,5.40E+10,5284.2
Tuesday,5292.25,5304.25,5252,120652007,4.16E+10,5289.35
Wednesday,5309.7,5317.5,5211.75,146428609,6.72E+10,5221.05
Friday,5159.75,5198.6,5142.25,168514208,6.93E+10,5168.85
Monday,5217.35,5228.9,5140.55,134448100,5.26E+10,5148.35
Tuesday,5131.2,5158.75,5052.85,149592578,5.20E+10,5068.5
Wednesday,5059.1,5065.2,4989.5,161406885,5.76E+10,5030.45
Thursday,5027.1,5036.8,4919.45,149238976,5.28E+10,4934.75
Friday,4899.15,4915.9,4837.95,192274363,6.48E+10,4905.8
Monday,4873.8,4873.8,4764.8,154119333,5.51E+10,4778.35
Tuesday,4794.85,4854,4782.55,174212435,6.28E+10,4812.35
Wednesday,4779.5,4779.5,4640.95,178819371,6.20E+10,4706.45
Thursday,4707.55,4771.1,4639.1,213363083,7.33E+10,4756.45
Friday,4731.3,4767.3,4693.1,162839558,5.81E+10,4710.05
Monday,4769.3,4859.1,4766.4,145259101,4.87E+10,4851.3
Tuesday,4864.2,4866.1,4787.1,155570321,5.79E+10,4805.1
Wednesday,4766.15,4851.55,4754.8,282217865,1.14E+11,4832.05
Thursday,4970.85,5011.9,4916.7,183915785,6.70E+10,4936.85
Friday,4940.85,5062.55,4918.4,180190935,6.53E+10,5050.15
Monday,5036.5,5055.4,5002.55,137254409,4.69E+10,5039.15
Wednesday,5050.1,5099.25,5032.25,169428273,6.01E+10,5062.6
Thursday,5037.4,5049.05,4921.45,178853365,6.03E+10,4943.65
Friday,4870.75,4918.35,4841.75,173612823,6.04E+10,4866.7
Monday,4906.85,4910.25,4755.55,178338170,5.93E+10,4764.6
Tuesday,4733.6,4824.7,4728.5,181043707,5.82E+10,4800.6
Wednesday,4788.7,4839.55,4750.4,176252160,6.32E+10,4763.25
Thursday,4712.8,4768.65,4673.85,200317864,6.98E+10,4746.35
Friday,4752.5,4818.85,4628.2,202060039,7.28E+10,4651.6
Monday,4623.15,4623.15,4555.9,176447660,6.30E+10,4613.1
Tuesday,4635.8,4637.25,4531.15,195304596,6.28E+10,4544.2
Wednesday,4636.45,4707.35,4601.95,211310871,6.69E+10,4693.15
Thursday,4636.9,4740.6,4632.95,170789015,6.02E+10,4733.85
Friday,4763.2,4763.45,4693.2,141982548,4.68E+10,4714
Monday,4718.15,4787.25,4718.15,90847991,3.03E+10,4779
Tuesday,4780.2,4800.5,4723.65,104828343,3.34E+10,4750.5
Wednesday,4756.2,4756.2,4685.65,117463489,3.66E+10,4705.8
Thursday,4681.15,4701.8,4639.05,146003804,5.14E+10,4646.25
Friday,4659.95,4690.45,4608.9,113900727,3.79E+10,4624.3
Monday,4640.2,4645.95,4588.05,108460668,3.59E+10,4636.75
Tuesday,4675.8,4773.1,4675.8,146621115,5.02E+10,4765.3
Wednesday,4774.95,4782.85,4728.85,165938849,5.66E+10,4749.65
Thursday,4749,4779.8,4730.15,177862936,5.87E+10,4749.95
Friday,4724.15,4794.9,4686.85,176057282,5.23E+10,4754.1
Saturday,4755.6,4759.4,4743.05,18783880,4.15E+09,4746.9
Monday,4747.55,4758.7,4695.45,147534537,4.55E+10,4742.8
Tuesday,4771.85,4855.9,4768.25,201661174,6.22E+10,4849.55
Wednesday,4863.15,4877.2,4841.6,209079758,6.36E+10,4860.95
Thursday,4840.95,4869.2,4803.9,183068697,7.27E+10,4831.25
Friday,4861.95,4898.85,4834.2,230940604,7.12E+10,4866
Monday,4844,4880.8,4827.05,160479891,5.30E+10,4873.9
Tuesday,4904.5,4975.55,4904,223004183,7.17E+10,4967.3
Wednesday,4977.75,4980.65,4931.05,211198796,7.42E+10,4955.8
Thursday,4995,5023.8,4991.4,203487608,6.63E+10,5018.4
Friday,5044.85,5064.15,5004.3,221048007,8.12E+10,5048.6
Monday,5025.35,5059.55,5021.35,158177571,5.93E+10,5046.25
Tuesday,5064.8,5141.05,5049.8,202006565,8.17E+10,5127.35
Wednesday,5151.5,5174.15,5130.25,219175709,8.16E+10,5158.3
Friday,5216.75,5217,5162.4,215923377,7.88E+10,5204.7
Monday,5163.55,5166.15,5076.7,181141437,6.18E+10,5087.3
Tuesday,5125.25,5215.4,5120.15,215770719,8.08E+10,5199.25
Wednesday,5198.15,5244.6,5159,234899358,8.07E+10,5235.7
Thursday,5272.1,5289.95,5225.75,337960651,1.11E+11,5269.9
Friday,5276.1,5334.85,5255.55,217358188,7.57E+10,5325.85
Monday,5379.45,5390.05,5327.25,215080487,7.70E+10,5361.65
Tuesday,5412.95,5413.35,5322.95,181194561,6.80E+10,5335.15
Wednesday,5343.8,5396.9,5325.2,236135416,9.36E+10,5368.15
Thursday,5343.05,5423.4,5338.9,255306965,8.14E+10,5412.35
Friday,5399.8,5427.75,5341.05,225352093,7.40E+10,5381.6
Monday,5382.1,5421.05,5351.4,181561910,6.74E+10,5390.2
Tuesday,5380.8,5428.05,5377.95,201409996,6.69E+10,5416.05
Wednesday,5460.6,5542.1,5460.6,314366096,9.96E+10,5531.95
Thursday,5513.75,5531.4,5483.75,270060477,9.05E+10,5521.95
Friday,5574.2,5606.7,5545.2,329307516,1.15E+11,5564.3
Tuesday,5561.9,5621.5,5561.75,231132126,8.17E+10,5607.15
Wednesday,5609.75,5629.95,5491.35,263013427,9.69E+10,5505.35
Thursday,5490.05,5537.4,5460.8,307246519,9.99E+10,5483.3
Friday,5479.15,5521.4,5405.9,364660634,1.74E+11,5429.3
Monday,5448.1,5449.8,5268.15,235318961,7.71E+10,5281.2
Tuesday,5310.5,5391.1,5306.45,208133889,7.82E+10,5375.5
Wednesday,5424.95,5458.8,5352.25,226022232,8.45E+10,5385.2
Thursday,5366,5372.45,5297.5,196867905,6.85E+10,5339.75
Friday,5369.45,5392.55,5315.05,185021526,6.77E+10,5359.35
Saturday,5360.05,5369.6,5353.4,16770991,4.29E+09,5359.4
Monday,5342.55,5344.5,5265.7,196421155,6.04E+10,5280.35
Tuesday,5266,5382.05,5206.4,290396014,9.32E+10,5222.4
Wednesday,5207.05,5243.85,5171.45,230726017,7.17E+10,5220.45
Friday,5294.1,5342.3,5291.6,203005845,7.08E+10,5333.55
Monday,5420.1,5421.9,5327.3,176668237,6.48E+10,5359.55
Tuesday,5391.05,5438.65,5390.8,179965296,5.91E+10,5429.5
Wednesday,5490.55,5499.4,5437.8,181714070,7.35E+10,5463.9
Thursday,5462.5,5462.5,5362.3,160257651,5.96E+10,5380.5
Friday,5380.35,5445.65,5305,267521147,9.43E+10,5317.9
Monday,5337.35,5340.7,5238.55,179877454,6.28E+10,5257.05
Tuesday,5257.15,5297.35,5233.25,181345285,6.16E+10,5274.85
Wednesday,5267.2,5372.35,5256,199787985,6.81E+10,5364.95
Thursday,5361.1,5385.95,5205.65,205581062,7.36E+10,5228.45
Friday,5255.65,5312,5220,172738574,6.37E+10,5278.2
Monday,5274.35,5274.95,5174.9,169785835,5.58E+10,5184.25
Tuesday,5242.95,5277.95,5184.65,208775421,7.45E+10,5243.15
Wednesday,5231.7,5236.55,5169.6,145803597,5.41E+10,5194.75
Thursday,5145.95,5194.3,5135.95,242557889,8.63E+10,5178.85
Friday,5206.6,5307.1,5203.65,164790056,6.08E+10,5295.55
Monday,5296.35,5331.55,5278.8,134538287,4.58E+10,5317.9
Tuesday,5353.2,5378.75,5344.45,152496489,5.26E+10,5358.5
Wednesday,5328.65,5338.4,5305.3,122106162,4.08E+10,5322.9
Monday,5282.5,5287.9,5228,111914936,3.68E+10,5234.4
Tuesday,5254.1,5255.8,5211.85,156106794,4.89E+10,5243.6
Wednesday,5209.45,5263.65,5190.8,167013527,5.59E+10,5226.85
Thursday,5246.75,5290.6,5246.75,152684788,5.46E+10,5276.85
Friday,5255.7,5306.75,5185.4,164225858,7.99E+10,5207.45
Monday,5190.6,5233.5,5183.5,119730347,5.17E+10,5226.2
Tuesday,5266.6,5298.2,5208.35,178895417,7.42E+10,5289.7
Wednesday,5320.7,5342,5293.45,152743439,5.67E+10,5300
Thursday,5320.6,5342.45,5291.3,133549895,5.31E+10,5332.4
Friday,5313.95,5336.15,5245.45,135252751,5.09E+10,5290.85
Monday,5277.4,5310.55,5187.15,138042341,5.07E+10,5200.6
Tuesday,5215.9,5232.35,5180.35,155674654,7.36E+10,5222.65
Wednesday,5222.2,5236.1,5160.65,142910739,5.97E+10,5202
Thursday,5214.75,5215.6,5179.05,185899437,6.41E+10,5189
Friday,5189,5223.05,5154.3,128759445,5.73E+10,5190.6
Saturday,5209.6,5216.4,5196.35,6555703,2.98E+09,5209
Monday,5201.45,5262.15,5201.45,108138550,4.61E+10,5248.15
Wednesday,5254.3,5279.6,5226.45,119333288,4.82E+10,5239.15
Thursday,5211.2,5217.3,5180.65,118573998,5.49E+10,5188.4
Friday,5166.65,5177.2,5070.6,153304687,6.51E+10,5086.85
Monday,5017.8,5124.75,4988,168271798,6.79E+10,5114.15
Tuesday,5114.7,5119.95,4983.6,164262546,6.23E+10,4999.95
Wednesday,4967.9,5016.25,4956.45,180441209,6.56E+10,4974.8
Thursday,4984.15,5039.3,4950.3,141031231,5.43E+10,4965.7
Friday,4938.85,4976.25,4906.15,138526070,5.06E+10,4928.9
Monday,4934.35,4957.2,4874.5,126951751,5.29E+10,4907.8
Tuesday,4869.85,4955.2,4868.55,142119571,5.49E+10,4942.8
Wednesday,4875.3,4882.25,4837.05,165048505,6.32E+10,4858.25
Thursday,4878.6,4922.25,4850.2,155654031,5.75E+10,4870.2
Friday,4796.4,4908.5,4788.95,154508649,6.45E+10,4891.45
Monday,4888.5,4937.5,4888.5,116506971,4.53E+10,4906.05
Tuesday,4954.7,4956.35,4849.9,130808278,5.07E+10,4860.5
Wednesday,4843,4853.75,4803.95,136108067,4.85E+10,4835.65
Thursday,4863.4,4931.9,4830.15,140474832,5.01E+10,4921.4
Friday,4905.95,4935.8,4889.35,118191157,4.40E+10,4920.4
Monday,4931.7,4994.95,4931.3,97260991,3.98E+10,4985.65
Tuesday,5005.35,5020.15,4982.15,124219839,4.92E+10,4990.1
Wednesday,4964.25,4982.25,4944.9,146005250,5.37E+10,4950.75
Thursday,4896.1,4949.25,4883.55,296911390,1.07E+11,4924.25
Friday,4910.85,4925,4831.75,138767416,4.99E+10,4841.6
Monday,4797.3,4858.3,4770.35,152339865,5.14E+10,4848.15
Tuesday,4869.45,4898.95,4847.7,141476962,5.02E+10,4863.3
Wednesday,4886.65,5010.45,4886.15,185340406,7.19E+10,4997.1
Thursday,5035.35,5059.65,5007.75,150558164,6.08E+10,5049.65
Friday,5044.25,5084.45,4994.8,138389395,5.25E+10,5068.35
Monday,5096.7,5124.45,5040.7,125615102,4.81E+10,5054.1
Tuesday,5015.5,5128.9,5015.15,135478015,5.21E+10,5115.9
Wednesday,5117.55,5144.9,5095.45,125668126,5.29E+10,5121.45
Thursday,5105.1,5130,5047.6,118353366,4.75E+10,5054.75
Friday,5069.55,5146.2,5069.15,155437144,5.94E+10,5139.05
Monday,5174,5190.2,5041.7,153461067,6.01E+10,5064.25
Tuesday,5050.8,5113.6,5048.1,149416155,5.34E+10,5103.85
Wednesday,5114.55,5141.7,5100.7,160505645,5.31E+10,5120.55
Thursday,5097.35,5170.4,5093.45,142992948,5.56E+10,5165
Friday,5101.75,5159.8,5094,159747192,5.50E+10,5146.05
Monday,5158.5,5194.6,5105.65,123503010,4.89E+10,5114.65
Tuesday,5107.45,5134.55,5095.5,99404566,4.12E+10,5120.8
Wednesday,5149.45,5160.1,5129.25,112269218,4.24E+10,5141.9
Thursday,5148.95,5159.05,5125.3,143073791,5.60E+10,5149.15
Friday,5191.25,5286.25,5189,226523598,8.46E+10,5278.9
Monday,5283.85,5302.15,5263.35,126161441,4.99E+10,5278.6
Tuesday,5298.85,5317,5265.95,133117055,5.16E+10,5287.95
Wednesday,5310.4,5317.65,5273.3,155995887,5.75E+10,5302.55
Thursday,5297.05,5333.65,5288.85,118915392,4.71E+10,5327.3
Friday,5324.7,5327.2,5287.75,113300726,4.76E+10,5316.95
Monday,5283.7,5300.6,5257.75,101169926,4.19E+10,5275.15
Tuesday,5286.6,5348.55,5284.55,123947633,5.02E+10,5345.35
Wednesday,5315.25,5336.45,5300.25,113530679,5.09E+10,5306.3
Thursday,5240,5261.75,5217.7,131190833,6.19E+10,5235.25
Friday,5242.75,5267.15,5216.85,99045088,4.45E+10,5227.25
Monday,5232.35,5246.85,5190.45,106313144,4.28E+10,5197.25
Tuesday,5228.05,5236.7,5181.7,111768115,4.72E+10,5192.85
Wednesday,5199.1,5222.85,5169.05,109647297,4.76E+10,5216.3
Thursday,5249.85,5257.75,5233.15,109769282,5.49E+10,5242.7
Friday,5233.55,5238.7,5197.5,89729408,4.53E+10,5205.1
Monday,5163.25,5164.2,5108.1,104770324,4.39E+10,5117.95
Tuesday,5128.8,5144,5103.25,116516931,4.57E+10,5128.2
Wednesday,5118.4,5121.6,5076.6,130965621,4.65E+10,5109.6
Thursday,5126.3,5126.3,5032.4,180131639,6.92E+10,5043
Friday,5124.3,5149.95,5077.5,131948378,5.83E+10,5099.85
Monday,5129.75,5206.6,5129.75,117523733,5.28E+10,5199.8
Tuesday,5214.85,5234.55,5154.05,147059808,6.25E+10,5229
Wednesday,5220.7,5246.35,5212.65,113815730,4.41E+10,5240.5
Thursday,5233.1,5236.9,5209.95,92972386,3.70E+10,5227.75
Friday,5195.6,5220.2,5164.65,112918653,4.21E+10,5215.7
Monday,5260.85,5293.2,5260.85,103148076,4.27E+10,5282.55
Tuesday,5295.4,5350.1,5281.65,130431591,5.23E+10,5336.7
Wednesday,5345.25,5377.6,5331.05,165954895,6.07E+10,5338
Thursday,5348.3,5368.2,5312.1,181419777,6.76E+10,5322.95
Friday,5308.2,5330.1,5294.1,130090985,6.54E+10,5320.4
Monday,5316.35,5352.45,5309.05,107578773,4.68E+10,5347.9
Tuesday,5343.25,5387.05,5328.8,109794400,4.74E+10,5380.35
Thursday,5385.95,5390.65,5356.65,133996943,5.29E+10,5362.95
Friday,5368.6,5399.95,5341.7,134985473,5.26E+10,5366.3
Tuesday,5368.7,5425.15,5368.7,124343357,4.99E+10,5421
Wednesday,5395.75,5433.35,5394.8,103103501,4.16E+10,5412.85
Thursday,5426.15,5448.6,5393.85,127995889,5.46E+10,5415.35
Friday,5392.6,5399.65,5371,114346965,4.52E+10,5386.7
Monday,5387.85,5399.15,5346.65,89987572,3.88E+10,5350.25
Tuesday,5348.05,5359.25,5312.6,123683723,4.77E+10,5334.6
Wednesday,5343.85,5345.5,5282.7,157470632,4.58E+10,5287.8
Thursday,5268.6,5342.8,5255.05,226494000,8.37E+10,5315.05
Friday,5298.2,5303.25,5238.9,167393902,6.60E+10,5258.5
Monday,5276.5,5295.8,5243.15,110380869,4.02E+10,5253.75
Tuesday,5249.15,5278.35,5233.2,106316880,3.73E+10,5274
Wednesday,5243.9,5259.5,5215.7,126162071,4.90E+10,5225.7
Thursday,5217.65,5260.6,5217.65,134008569,4.62E+10,5238.4
Friday,5309.45,5347.15,5309.2,149584722,5.59E+10,5342.1
Saturday,5343.65,5366.3,5343.45,11221064,3.76E+09,5358.7
Monday,5361.9,5375.45,5349.1,109607506,4.18E+10,5363.45
